Name,Image URL,Product URL,Price,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader,Specs Number,Scraped At
TEAMGROUP T-Force Delta RGB 64 GB (2 x 32 GB) DDR5-6000 CL38 Memory,,https://pcpartpicker.com/product/9v6NnQ/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-6000-cl38-memory-ff3d564g6000hc38adc01,,TEAMGROUP,FF3D564G6000HC38ADC01,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,,Black,12.667 ns,38.0,1.35 V,38-38-38-78,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:04.340Z
G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/777ad8e51e2b67d85c64af7acaf7458a.256p.jpg,https://pcpartpicker.com/product/qXkH99/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-f5-6000j3636f32gx2-tz5rk,91083.0,G.Skill,F5-6000J3636F32GX2-TZ5RK,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$12.187,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:06.335Z
Patriot Viper Elite II 32 GB (2 x 16 GB) DDR4-3200 CL18 Memory,https://m.media-amazon.com/images/I/41TTZKaBOwS.jpg,https://pcpartpicker.com/product/7qddnQ/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-3200-cl18-memory-pve2432g320c8k,20668.0,Patriot,PVE2432G320C8K,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$5.312,Red / Black,11.25 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:06.336Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/pVn9TW/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbek2-16,,Kingston,KF560C36BBEK2-16,DDR5-6000,288-pin DIMM (DDR5),2 x 8GB,,Black / Silver,12 ns,36.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:09.333Z
Patriot Viper Elite II 32 GB (2 x 16 GB) DDR4-2666 CL16 Memory,https://m.media-amazon.com/images/I/41TTZKaBOwS.jpg,https://pcpartpicker.com/product/cvRYcf/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-2666-cl16-memory-pve2432g266c6k,23354.0,Patriot,PVE2432G266C6K,DDR4-2666,288-pin DIMM (DDR4),2 x 16GB,$6.250,Red / Black,12.003 ns,16.0,1.2 V,16-17-17-36,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:11.341Z
Corsair Dominator Titanium 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/5efe810663bb452f96c02505bf22c888.256p.jpg,https://pcpartpicker.com/product/JY26Mp/corsair-dominator-titanium-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmp32gx5m2b6000c30,69363.0,Corsair,CMP32GX5M2B6000C30,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$18.562,Black,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:11.342Z
G.Skill Trident Z5 CK RGB 48 GB (2 x 24 GB) DDR5-8800 CL42 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/4fa6de47fae57e19cc3329008610be16.256p.jpg,https://pcpartpicker.com/product/2GDnTW/gskill-trident-z5-ck-rgb-48-gb-2-x-24-gb-ddr5-8800-cl42-memory-f5-8800c4255h24gx2-tz5crk,,G.Skill,F5-8800C4255H24GX2-TZ5CRK,DDR5-8800,288-pin DIMM (DDR5),2 x 24GB,,Black,9.545 ns,42.0,1.45 V,42-55-55-140,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:13.330Z
ADATA XPG Lancer Blade 16 GB (1 x 16 GB) DDR5-5600 CL46 Memory,,https://pcpartpicker.com/product/CN62FT/adata-xpg-lancer-blade-16-gb-1-x-16-gb-ddr5-5600-cl46-memory-ax5u5600c4616g-slabbk,,ADATA,AX5U5600C4616G-SLABBK,DDR5-5600,288-pin DIMM (DDR5),1 x 16GB,,Black,16.429 ns,46.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:15.338Z
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/mCHRsY/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-pvs416g320c6k,11910.0,Patriot,PVS416G320C6K,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$6.374,Silver / Black,10 ns,16.0,1.35 V,16-18-18-36,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:16.344Z
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,https://pcpartpicker.com/product/P7RYcf/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf3d432g3600hc18jdc01,30360.0,TEAMGROUP,TF3D432G3600HC18JDC01,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$8.125,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:18.338Z
Corsair Vengeance RGB RS 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,https://pcpartpicker.com/product/9rWzK8/corsair-vengeance-rgb-rs-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmg16gx4m2e3200c16,17865.0,Corsair,CMG16GX4M2E3200C16,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$9.562,Black / Gray,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:20.335Z
Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3600 CL17 Memory,,https://pcpartpicker.com/product/DBH7YJ/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbk216,16347.0,Kingston,KF436C17BBK2/16,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$8.749,Black,9.444 ns,17.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:24.337Z
Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-5600 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,https://pcpartpicker.com/product/KGTp99/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-kf556c40bbak2-16,,Kingston,KF556C40BBAK2-16,DDR5-5600,288-pin DIMM (DDR5),2 x 8GB,,Black,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:25.342Z
G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL28 Memory,,https://pcpartpicker.com/product/mwPv6h/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-fx5,62473.0,G.Skill,F5-6000J2836G16GX2-FX5,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$15.625,Black,9.333 ns,28.0,1.4 V,28-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:25.342Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-4800 CL40 Memory,https://m.media-amazon.com/images/I/31szLQRvwqL.jpg,https://pcpartpicker.com/product/CMrRsY/corsair-vengeance-32-gb-2-x-16-gb-ddr5-4800-cl40-memory-cmk32gx5m2a4800c40,49511.0,Corsair,CMK32GX5M2A4800C40,DDR5-4800,288-pin DIMM (DDR5),2 x 16GB,$13.250,Black,16.667 ns,40.0,1.1 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:29.344Z
ADATA XPG GAMMIX D10 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/TKLFf7/adata-xpg-gammix-d10-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-db10,,ADATA,AX4U320016G16A-DB10,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,,Black / Silver,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:30.330Z
Patriot Viper 3 16 GB (2 x 8 GB) DDR3-1866 CL10 Memory,,https://pcpartpicker.com/product/zsTmP6/patriot-memory-pv316g186c0k,6188.0,Patriot,PV316G186C0K,DDR3-1866,240-pin DIMM (DDR3),2 x 8GB,$3.187,Black / Silver,10.718 ns,10.0,1.5 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:30.330Z
Kingston FURY Renegade 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/c7ea2d0617bf00c95b3100ce8c284894.256p.jpg,https://pcpartpicker.com/product/TdQcCJ/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16rbk216,,Kingston,KF432C16RBK2/16,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,,Black,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:34.343Z
PNY XLR8 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/DMMTwP/pny-xlr8-32-gb-2-x-16-gb-ddr4-3200-memory-md32gk2d4320016xr,29776.0,PNY,MD32GK2D4320016XR,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$7.968,Black / Red,10 ns,16.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:35.332Z
Kingston FURY Beast 32 GB (1 x 32 GB) DDR5-5600 CL40 Memory,,https://pcpartpicker.com/product/pCxRsY/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-5600-cl40-memory-kf556c40bb-32,40870.0,Kingston,KF556C40BB-32,DDR5-5600,288-pin DIMM (DDR5),1 x 32GB,$10.937,Black,14.286 ns,40.0,1.25 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:35.332Z
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/Zz3H99/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf4d416g3200hc16cdc01,17515.0,TEAMGROUP,TF4D416G3200HC16CDC01,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$9.374,White,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:39.343Z
TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL38 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/9827650c4066f985b47085c8f67c82f9.256p.jpg,https://pcpartpicker.com/product/3zsMnQ/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ff4d532g6000hc38jdc01,46704.0,TEAMGROUP,FF4D532G6000HC38JDC01,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.498,White,12.667 ns,38.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:39.343Z
Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3600 CL17 Memory,,https://pcpartpicker.com/product/ckvbt6/patriot-viper-steel-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-pvs416g360c7k,15413.0,Patriot,PVS416G360C7K,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$8.249,Silver / Black,9.444 ns,17.0,1.35 V,17-19-19-39,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:40.332Z
G.Skill Trident Z5 Royal Neo RGB 96 GB (2 x 48 GB) DDR5-6000 CL28 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/5304708a61ad50f018db5b8713a982fb.256p.jpg,https://pcpartpicker.com/product/wmgZxr/gskill-trident-z5-royal-neo-rgb-96-gb-2-x-48-gb-ddr5-6000-cl28-memory-f5-6000j2836f48gx2-tr5ns,130203.0,G.Skill,F5-6000J2836F48GX2-TR5NS,DDR5-6000,288-pin DIMM (DDR5),2 x 48GB,$11.614,Silver,9.333 ns,28.0,1.35 V,28-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:47.329Z
Corsair Vengeance LPX 256 GB (8 x 32 GB) DDR4-3200 CL16 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/087a53a300785acbd5a872d29c668058.256p.jpg,https://pcpartpicker.com/product/ZZQfrH/corsair-vengeance-lpx-256-gb-8-x-32-gb-ddr4-3200-memory-cmk256gx4m8e3200c16,,Corsair,CMK256GX4M8E3200C16,DDR4-3200,288-pin DIMM (DDR4),8 x 32GB,,Black / Yellow,10 ns,16.0,1.35 V,16-20-20-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:47.329Z
Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/4c201639021aacf174e4a7cae917dab8.256p.jpg,https://pcpartpicker.com/product/ZZD7YJ/corsair-dominator-platinum-rgb-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-cmt64gx5m2b5200c40,102878.0,Corsair,CMT64GX5M2B5200C40,DDR5-5200,288-pin DIMM (DDR5),2 x 32GB,$13.750,Black,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:47.329Z
TEAMGROUP T-Force Delta RGB 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/3JRYcf/team-t-force-delta-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf3d416g3200hc16fdc01,27408.0,TEAMGROUP,TF3D416G3200HC16FDC01,DDR4-3200,288-pin DIMM (DDR4),2 x 8GB,$14.669,Black,10 ns,16.0,1.35 V,16-20-20-40,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:52.337Z
G.Skill Trident Z RGB 32 GB (4 x 8 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/KJ2rxr/gskill-tridentz-rgb-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzr,31528.0,G.Skill,,DDR4-3200,288-pin DIMM (DDR4),4 x 8GB,$8.437,Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:52.337Z
Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-5200 CL40 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/ebca1cc55cb7829ce3ed0b8a13efce7e.256p.jpg,https://pcpartpicker.com/product/Nmt9TW/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmh32gx5m2b5200c40w,50796.0,Corsair,CMH32GX5M2B5200C40W,DDR5-5200,288-pin DIMM (DDR5),2 x 16GB,$13.593,White,15.385 ns,40.0,1.25 V,40-40-40-77,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:52.338Z
G.Skill Trident Z5 Royal Neo 64 GB (2 x 32 GB) DDR5-6000 CL26 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/0a81c3f7ad36c48aa8fcf1c0fb318b65.256p.jpg,https://pcpartpicker.com/product/2wZWGX/gskill-trident-z5-royal-neo-64-gb-2-x-32-gb-ddr5-6000-cl26-memory-f5-6000j2636h32gx2-tr5ns,129327.0,G.Skill,F5-6000J2636H32GX2-TR5NS,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$16.172,Silver,8.667 ns,26.0,1.45 V,26-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:57.341Z
Silicon Power XPOWER Pulse Gaming 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/7fG2FT/silicon-power-xpower-pulse-gaming-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-sp032gxlwu60ffdj,43846.0,Silicon Power,,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$10.937,Black,12 ns,36.0,1.35 V,36-46-46-86,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:57.341Z
Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/4c1c4a320587512fe414978fd5d0d5ba.256p.jpg,https://pcpartpicker.com/product/bMdG3C/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kf436c18bb2ak232,52382.0,Kingston,KF436C18BB2AK2/32,DDR4-3600,288-pin DIMM (DDR4),2 x 16GB,$14.018,Black,10 ns,18.0,1.35 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:04:57.356Z
G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6800 CL34 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/411e1ceed5b82e754db68f7199608589.256p.jpg,https://pcpartpicker.com/product/jv4Zxr/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6800-cl34-memory-f5-6800j3445g32gx2-tz5rk,110935.0,G.Skill,F5-6800J3445G32GX2-TZ5RK,DDR5-6800,288-pin DIMM (DDR5),2 x 32GB,$14.844,Black,10 ns,34.0,1.4 V,34-45-45-108,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:01.342Z
Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/526ff1c221f034ee502286935059fe2e.256p.jpg,https://pcpartpicker.com/product/xDkqqs/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000z36w,,Corsair,CMK32GX5M2E6000Z36W,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,,White,12 ns,36.0,1.35 V,36-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:02.330Z
G.Skill Aegis 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/8BLwrH/gskill-aegis-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gis,26857.0,G.Skill,F4-3200C16D-32GIS,DDR4-3200,288-pin DIMM (DDR4),2 x 16GB,$7.187,Red / Black,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,No,,2026-01-20T22:05:02.330Z
Corsair Vengeance 96 GB (2 x 48 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/P8XMnQ/corsair-vengeance-96-gb-2-x-48-gb-ddr5-6000-cl36-memory-cmk96gx5m2e6000z36,136976.0,Corsair,CMK96GX5M2E6000Z36,DDR5-6000,288-pin DIMM (DDR5),2 x 48GB,$10.937,Black,12 ns,36.0,1.4 V,36-44-44-44,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:05.343Z
Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/2acf8a36c3350a47689e36ee924c80f7.256p.jpg,https://pcpartpicker.com/product/XWGnTW/corsair-vengeance-rgb-pro-16-gb-2-x-8-gb-ddr4-3600-memory-cmw16gx4m2d3600c18,20201.0,Corsair,CMW16GX4M2D3600C18,DDR4-3600,288-pin DIMM (DDR4),2 x 8GB,$10.812,Black,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:11.344Z
G.Skill Ripjaws V 8 GB (1 x 8 GB) DDR4-2400 CL15 Memory,https://m.media-amazon.com/images/I/41ukq8k7ewL.jpg,https://pcpartpicker.com/product/3ZZ2FT/gskill-memory-f42400c15s8gvr,11676.0,G.Skill,F4-2400C15S-8GVR,DDR4-2400,288-pin DIMM (DDR4),1 x 8GB,$12.499,Red,12.5 ns,15.0,1.2 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:11.344Z
Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/B4bRsY/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-16,,Kingston,KF560C30BBEAK2-16,DDR5-6000,288-pin DIMM (DDR5),2 x 8GB,,Black,10 ns,30.0,1.4 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:13.335Z
Crucial CT64G56C46U5 64 GB (1 x 64 GB) DDR5-5600 CL46 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/1f239736ebe1a780f5a440c64ceb540b.256p.jpg,https://pcpartpicker.com/product/YC8Pxr/crucial-ct64g56c46u5-64-gb-1-x-64-gb-ddr5-5600-cl46-memory-ct64g56c46u5,80224.0,Crucial,CT64G56C46U5,DDR5-5600,288-pin DIMM (DDR5),1 x 64GB,$8.984,Black,16.429 ns,46.0,1.1 V,,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:15.329Z
GOODRAM IRDM 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory,,https://pcpartpicker.com/product/Fk88TW/goodram-irdm-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ir-6000d564l30s32gdc,,GOODRAM,IR-6000D564L30S/32GDC,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,,Black,10 ns,30.0,1.35 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:16.335Z
TEAMGROUP T-Force Vulcan Z 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory,,https://pcpartpicker.com/product/6wGxFT/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3000-memory-tlzgd416g3000hc16cdc01,,TEAMGROUP,TLZGD416G3000HC16CDC01,DDR4-3000,288-pin DIMM (DDR4),2 x 8GB,,Silver / Black,10.667 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:18.343Z
G.Skill Flare X5 256 GB (4 x 64 GB) DDR5-6000 CL32 Memory,,https://pcpartpicker.com/product/2FYfrH/gskill-flare-x5-256-gb-4-x-64-gb-ddr5-6000-cl32-memory-f5-6000j3244g64gx4-fx5,344485.0,G.Skill,F5-6000J3244G64GX4-FX5,DDR5-6000,288-pin DIMM (DDR5),4 x 64GB,$11.523,Black,10.667 ns,32.0,1.4 V,32-44-44-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:19.330Z
Corsair Vengeance LPX 256 GB (8 x 32 GB) DDR4-3600 CL18 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/8ccbf3dbd4944b9686c9b459c21a5052.256p.jpg,https://pcpartpicker.com/product/g4GnTW/corsair-vengeance-lpx-256-gb-8-x-32-gb-ddr4-3600-memory-cmk256gx4m8d3600c18,198515.0,Corsair,CMK256GX4M8D3600C18,DDR4-3600,288-pin DIMM (DDR4),8 x 32GB,$6.641,Black / Yellow,10 ns,18.0,1.35 V,18-22-22-42,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:20.336Z
G.Skill Ripjaws M5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/zbsV3C/gskill-ripjaws-m5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rm5nrw,46709.0,G.Skill,F5-6000J3636F16GX2-RM5NRW,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.500,White,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:23.331Z
G.Skill Ripjaws M5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,https://pcpartpicker.com/product/BsHqqs/gskill-ripjaws-m5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rm5nrk,48577.0,G.Skill,F5-6000J3636F16GX2-RM5NRK,DDR5-6000,288-pin DIMM (DDR5),2 x 16GB,$12.500,Black,12 ns,36.0,1.35 V,36-36-36-96,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:24.334Z
G.Skill Trident Z Neo 128 GB (4 x 32 GB) DDR4-3200 CL16 Memory,,https://pcpartpicker.com/product/TfVG3C/gskill-trident-z-neo-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-f4-3200c16q-128gtzn,87580.0,G.Skill,F4-3200C16Q-128GTZN,DDR4-3200,288-pin DIMM (DDR4),4 x 32GB,$5.859,Black / Silver,10 ns,16.0,1.35 V,16-18-18-38,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:25.338Z
Patriot Viper Venom 16 GB (2 x 8 GB) DDR5-5200 CL36 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/82182136c557a8b9975e956b58a558fa.256p.jpg,https://pcpartpicker.com/product/rPC48d/patriot-viper-venom-16-gb-2-x-8-gb-ddr5-5200-cl36-memory-pvv516g520c36k,,Patriot,PVV516G520C36K,DDR5-5200,288-pin DIMM (DDR5),2 x 8GB,,Black / White,13.846 ns,36.0,1.2 V,36-36-36-68,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:28.336Z
Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory,https://cdna.pcpartpicker.com/static/forever/images/product/d031b41e8948f8b9499ec37c6b33bd91.256p.jpg,https://pcpartpicker.com/product/8LbRsY/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmp64gx5m2b6000c30w,138144.0,Corsair,CMP64GX5M2B6000C30W,DDR5-6000,288-pin DIMM (DDR5),2 x 32GB,$18.484,White,10 ns,30.0,1.4 V,30-36-36-76,Non-ECC / Unbuffered,Yes,,2026-01-20T22:05:31.337Z
